Project_ID,Work description,Work category,Hon'ble Members of Parliament,Constituency,State,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,Sanction Amount ( ₹ ),Work Status,Fund Disbursed Amount ( ₹ ),Payment Status,Completion Date,Amount Disbursed ( ₹ ),riskScore,riskLevel
277667.0,in district mainpuri within bhogaon tehsil and sultanganj block in the nagar panchayat of bhogaon construction of a cc road extending from devendra rajputs house to uwaish rashids house 100 meters shri uwaid rashid mobile no 9358807520,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,800000.0,2026-05-30,800000,Sanction,,,,,5,LOW
277669.0,in district mainpuri within mainpuri tehsil in the village of shahalampur under gram panchayat karimganj construction of a cc road extending from ramautar singh advocates house to sabkeshs house 250 meters shri ankit yadav mobile nos 9675868742 9458239112,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,2461900.0,2026-08-22,2461900,Sanction,,,,,5,LOW
277670.0,in district mainpuri within mainpuri tehsil in ward no 08 of the mainpuri municipal council construction of a cc road and drainage system in the village of thalauapur extending from the asphalt road passing by ram vilas bhurjis house up to the devi mata temple 170 meters shri ramvilas bhurji  raju chaudhary mobile no  9829714128 9462593386,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,1360000.0,2026-05-30,1360000,Sanction,,,,,5,LOW
277671.0,in village barihar under gram panchayat saman development block kishni tehsil kishni district mainpuri construction of a cc concrete road leading from the main road towards the balaji temple and the residence of ramesh chandra 200 meters by shri lalu yadav mobile no  9897668313,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,1600000.0,2026-05-30,1600000,Sanction,,,,,5,LOW
277672.0,assembly constituency mainpuri tehsil kurawali block kurawali gram panchayat nanamau village nanamau from the residence of harnagar singh jatav to dr bhimrao ambedkar park distance 100 meters by shri shivam jatav mobile no  7983695490,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,800000.0,2026-05-30,800000,Sanction,,,,,5,LOW
277673.0,assembly constituency mainpuri tehsil kurawali block kurawali gram panchayat nanamau village nanamau from the residence of shri dilasaram to the residence of munnalal kashyap distance 30 meters by shri shivam jatav mobile no  7983695490,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,242000.0,2026-05-30,242000,Sanction,,,,,5,LOW
277674.0,assembly constituency mainpuri tehsil mainpuri block kurawali gram panchayat bhanpur post naugawan construction of a 150meter cc link road from the residence of osan singh son of phulwari singh to the residence of mardan singh by shri mardan singh mobile nos  7838818307 7599740680,normal/others,Smt Dimple Yadav,MAINPURI,Uttar Pradesh,2026-04-07,1200000.0,2026-05-30,1200000,Sanction,,,,,5,LOW
277677.0,construction of civil works in zphs perkakondaram village,normal/others,CHAMALA KIRAN KUMAR REDDY,BHONGIR,Telangana,2026-04-07,200000.0,2026-04-15,200000,Physical Inspection,200000.0,Payment Success,2026-05-05,200000,5,LOW
277678.0,infrastrucuture facilities furniture zphs perkakondaram,normal/others,CHAMALA KIRAN KUMAR REDDY,BHONGIR,Telangana,2026-04-07,200000.0,2026-04-15,200000,Physical Inspection,199064.0,Payment Success,2026-05-05,199064,5,LOW
277679.0,"renovation of parsouni ahar in village-dari, panchait-nawada, block-kunda",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-07,300000.0,2026-05-23,300000,Vendor Identification,299938.0,Payment In-Progress,,,5,LOW
277681.0,"renovation of upreli ahar in village-sahpur, panchait-kunda, block-kunda",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-07,300000.0,2026-05-23,300000,Vendor Identification,299938.0,Payment In-Progress,,,5,LOW
277683.0,"renovation of rerahi ahar in village-lewar, panchait-kunda, block-kunda",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-07,300000.0,2026-05-23,300000,Vendor Identification,299938.0,Payment In-Progress,,,5,LOW
277684.0,"renovation of barwahi ahar in village-lupugarah, panchait-sikidag, block-kunda",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-07,300000.0,2026-05-23,300000,Vendor Identification,299937.0,Payment In-Progress,,,5,LOW
277688.0,"cc road nirman - aanganbadi headpump se balidali form tak, gram bhatgaon, block dharsiwa dist raipur",normal/others,BRIJMOHAN AGRAWAL,RAIPUR,Chhattisgarh,2026-04-12,700000.0,2026-05-14,700000,Vendor Identification,350000.0,Payment Success,,,5,LOW
277698.0,block joya ke gram nagaliya meerashah me jagat singh jatav ke makan se jabar singh jatav ke makan ki par hote hue chamunda tak 200 meter cc road evam nali nirman (pccd amroha),normal/others,KANWAR SINGH TANWAR,AMROHA,Uttar Pradesh,2026-04-07,2415600.0,2026-05-15,2415600,Sanction,,,,,5,LOW
277724.0,construction work of cc road near village kanauj ayushman arogya mandir hospital,normal/others,ATUL GARG,GHAZIABAD,Uttar Pradesh,2026-04-07,277100.0,2026-07-07,277100,Sanction,,,,,5,LOW
277725.0,construction of a box drain from mangodi walon ki to the brahmapuri nala.,normal/others,MANJU SHARMA,JAIPUR,Rajasthan,2026-04-07,3000000.0,2026-08-20,3000000,Sanction,,,,,5,LOW
277726.0,surajpur kvs school me furniture,normal/others,CHINTAMANI MAHARAJ,SARGUJA(ST),Chhattisgarh,2026-04-07,498335.0,2026-05-27,498335,Vendor Identification,,,,,5,LOW
277728.0,renovation of patarapada badabandha pond patarapada,repair and renovation,RUDRA NARAYAN PANY,DHENKANAL,Odisha,2026-04-08,950000.0,2026-07-28,950000,Sanction,,,,,5,LOW
277729.0,seventeen plus driver seated vehicle for odisha blood center dhh angul,normal/others,RUDRA NARAYAN PANY,DHENKANAL,Odisha,2026-04-08,2435000.0,2026-08-13,2435000,Sanction,,,,,5,LOW
277730.0,instalation of drinking water system near bus stand hanuman batika implementing agency dhenkanal municipality,normal/others,RUDRA NARAYAN PANY,DHENKANAL,Odisha,2026-04-08,122000.0,2026-05-20,122000,Work partially Completed,122000.0,Payment Success,,,5,LOW
277733.0,general samshanghat boundary wall and gate construction in rampura khera gp daulpura ps reodar dist sirohi,normal/others,LUMBARAM,JALORE,Rajasthan,2026-04-27,399996.0,2026-07-02,399996,Sanction,,,,,5,LOW
277739.0,purchase of mobile water tanker at village andhari,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-15,350000,Vendor Identification,350000.0,Payment Success,,,5,LOW
277740.0,construction of community center at village bhago mjara,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,300000.0,2026-05-22,300000,Sanction,,,,,5,LOW
277741.0,installation of fixed garden gym at ward  4 suny enclave in front of house no 1830,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-06-22,325000,Sanction,,,,,5,LOW
277742.0,construction of sports ground at village rurkee puktha,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,300000.0,2026-05-15,300000,Vendor Identification,156524.0,Payment In-Progress,,,5,LOW
277743.0,installation of fixed garden gym at ward no 45 sector 117 park no 2 near house no 42,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-06-22,325000,Sanction,,,,,5,LOW
277745.0,gram chhayan mena sonkachch  me sendhav kshtreey dharmshala ke pass sthai shed nirman hetu,normal/others,Mahendra Singh Solanky,DEWAS(SC),Madhya Pradesh,2026-04-08,700000.0,2026-06-22,700000,Vendor Identification,420000.0,Payment Success,,,5,LOW
277747.0,development of park at ward no 30 park 12,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,500000.0,2026-06-22,500000,Sanction,,,,,45,MODERATE
277748.0,installation of fixed garden gym at village salampur klaan,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-05-15,325000,Sanction,,,,,5,LOW
277749.0,purchase of mobile water tanker at village chintgarh,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-18,350000,Physical Inspection,350000.0,Payment Success,,,5,LOW
277750.0,purchase of mobile water tanker at village dhelpur,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-22,350000,Sanction,,,,,5,LOW
277752.0,installation of fixed garden gym at village samrouli,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-05-18,325000,Sanction,,,,,5,LOW
277753.0,installation of fixed garden gym at village govindpur ales,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-05-18,325000,Sanction,,,,,5,LOW
277754.0,installation of fixed garden gym at village jatana,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-05-18,325000,Sanction,,,,,5,LOW
277755.0,purchase of mobile water tanker at village chatmala,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-18,350000,Physical Inspection,350000.0,Payment Success,,,5,LOW
277756.0,installation of fixed garden gym equipment at village chuhar majra,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,325000.0,2026-05-18,325000,Sanction,,,,,5,LOW
277757.0,purchase of mobile water tanker at village hafizabad,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-18,350000,Vendor Identification,350000.0,Payment Success,,,5,LOW
277758.0,purchase of mobile water tanker at village kalhari,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-18,350000,Physical Inspection,350000.0,Payment Success,,,5,LOW
277759.0,purchase of mobile water tanker at village sarhana,normal/others,MALVINDER SINGH KANG,ANANDPUR SAHIB,Punjab,2026-04-08,350000.0,2026-05-18,350000,Physical Inspection,350000.0,Payment Success,,,5,LOW
277767.0,"construction of common tin shed in front of khedapati mandir at, gram panchayat niwari cont.person.sh.vinod kumar chouksey ji. cont. no 7000930643",normal/others,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,Madhya Pradesh,2026-04-25,150000.0,2026-07-06,150000,Vendor Identification,75000.0,Payment Success,,,5,LOW
277776.0,gram kulala sonkachch me shekhar choudhary ke ghar se men road tak c.c road nirman hetu,normal/others,Mahendra Singh Solanky,DEWAS(SC),Madhya Pradesh,2026-04-08,500000.0,2026-06-22,500000,Vendor Identification,300000.0,Payment Success,,,5,LOW
277777.0,"talab saundarikaran karya- devki sarowar, gram gudeliya block bhatapara dist balodabazar",normal/others,BRIJMOHAN AGRAWAL,RAIPUR,Chhattisgarh,2026-04-12,424000.0,2026-04-15,424000,Work Completed,424000.0,Payment Success,2026-05-14,424000,5,LOW
277778.0,gram panchayt mundla aana sonkachch me dev jiri ke pass sthai shed nirman hetu,normal/others,Mahendra Singh Solanky,DEWAS(SC),Madhya Pradesh,2026-04-08,500000.0,2026-07-29,500000,Vendor Identification,300000.0,Payment Success,,,5,LOW
277779.0,"repairing of talab near doharwa chhattan in vill-kadalgori, panchait-joldiha, block-hunterganj",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-08,350000.0,2026-05-23,350000,Sanction,,,,,5,LOW
277780.0,"renovation of bandar talab in vill-pindarkon, panchait-manjhgawan, block-gidhour",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-08,350000.0,2026-05-23,350000,Work partially Completed,350000.0,Payment In-Progress,,,5,LOW
277781.0,"renovation of chhotki ahar in village-ara, panchait-ara, block-chatra",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-08,350000.0,2026-05-23,350000,Sanction,,,,,5,LOW
277782.0,"renovation of guhi ahar in village-asani kalan, panchait-ara, block-chatra",normal/others,KALI CHARAN SINGH,CHATRA,Jharkhand,2026-04-08,300000.0,2026-05-23,300000,Sanction,,,,,5,LOW
277783.0,"laying paving blocks in front of baduji maharaj temple in ghuikhed, dhamangaon taluka.",normal/others,AMAR SHARADRAO KALE,WARDHA,Maharashtra,2026-04-08,1000000.0,2026-05-22,1000000,Sanction,,,,,5,LOW
277791.0,for development of public park with open gym,normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,600000.0,2026-05-21,600000,Sanction,,,,,45,MODERATE
277792.0,installation of shed 20x60 in parsuram vitika village bhigan,normal/others,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-09,1500000.0,2026-06-22,1500000,Work partially Completed,1232372.0,Payment In-Progress,,,5,LOW
277799.0,laying of cc road from sale manikyam house to kavali ramchandraiah house and internal at devuni erravally village of chevella mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277800.0,construction of retaining wall and ghat to bathukamma kunta at devuni erravally village of chevella mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277801.0,laying of cc road from dunsa papaiah house to beerappa temple road and internal at ramannaguda village of chevella mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,499837.0,2026-05-27,499837,Physical Inspection,499837.0,Payment Success,2026-08-18,499837,5,LOW
277802.0,laying of cc road from nyalata bt road to dunsa papaiah house and internal at ramannaguda village of chevella mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,499620.0,2026-05-27,499620,Physical Inspection,499620.0,Payment Success,2026-08-18,499620,5,LOW
277809.0,construction of under ground drainage from pan shop kittu house to uma shankar patel house in ward no.23 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277810.0,construction of under ground drainage from chinna narsimulu house to nagaraj goud house beside nagula katta in ward no.23 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277811.0,construction of under ground drainage from bharath ayya house to janardhan reddy doctor house via jr. college main road  in ward no.28 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277812.0,construction of under ground drainage from shankar yadav house to kokat rupesh house to saipur main road in ward no.28 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277813.0,construction of under ground drainage from bichla anil kumar h.no.6-6-1 to hotel hanmappa h.no.6-7-56 in ward no.33 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277814.0,construction of under ground drainage from herur gundappa h.no.6-6-20 to kurva ramulamma h.no.6-6-30 in ward no.33 in tandur town,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-09,500000.0,2026-05-18,500000,Sanction,,,,,5,LOW
277815.0,visrantigrah nirman balai mohlla ramdev mandir ke pas nath ji ka kheda gp jassu ji ka kheda,normal/others,DAMODAR AGARWAL,BHILWARA,Rajasthan,2026-05-30,500000.0,2026-08-04,500000,Sanction,,,,,5,LOW
277817.0,development work in sunrise international school tdi city sector 59 nangal kalan,trust and society,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-09,1991000.0,2026-06-26,1991000,Sanction,,,,,5,LOW
277821.0,development of dada lakhmichand park village janti kalan,normal/others,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-09,1499000.0,2026-06-22,1499000,Sanction,,,,,5,LOW
277822.0,development work in sc choupal,normal/others,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-09,1200000.0,2026-06-22,1200000,Sanction,,,,,5,LOW
277825.0,development work in brahman chaupal,normal/others,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-09,500000.0,2026-06-22,500000,Sanction,,,,,5,LOW
277830.0,construction of library building at adivasi meena karmchari vikash samiti village virajpura gram panchayat todabhata panchayat samiti bassi,normal/others,MURARI LAL MEENA,DAUSA(ST),Rajasthan,2026-04-09,1000000.0,2026-08-19,1000000,Sanction,,,,,5,LOW
277831.0,mere sansadiy kshetra machhalishahr ke vidhansabha pindra 52 solar street light ka adhishthpan hona hain jiski suchi sath me sanlagn hain,normal/others,PRIYA SAROJ,MACHHLISHAHR(SC),Uttar Pradesh,2026-04-09,1117844.0,2026-05-20,1117844,Sanction,,,,,5,LOW
277844.0,mere sansadiy kshetra machhalishahr ke vidhansabha kerakat me 0.245 meter cc road ka kary hona sunihchit hain jiska vivran attacment me upload hain,normal/others,PRIYA SAROJ,MACHHLISHAHR(SC),Uttar Pradesh,2026-04-09,1813000.0,2026-05-19,1813000,Sanction,,,,,5,LOW
277845.0,development work in m.n.s.s rai,normal/others,SATPAL BRAHAMCHARI,SONEPAT,Haryana,2026-04-10,1092000.0,2026-06-22,1092000,Sanction,,,,,5,LOW
277847.0,for construction of community hall (sc),normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,500000.0,2026-06-19,500000,Work partially Completed,499000.0,Payment Success,,,45,MODERATE
277848.0,for construction of community hall (sc),normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,500000.0,2026-06-19,500000,Work partially Completed,499500.0,Payment Success,,,45,MODERATE
277849.0,for constructiuon of cremation ground (sc),normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,500000.0,2026-05-13,500000,Sanction,,,,,5,LOW
277850.0,"construction of platform with culture shed in upgraded plus two high school, dumardiha, village chiglabar of panchayat dumardiha of block koderma",normal/others,Annpurna Devi,KODARMA,Jharkhand,2026-04-09,500000.0,2026-07-15,500000,Sanction,,,,,5,LOW
277852.0,for construction of boundary wall of school building (sc),normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,500000.0,2026-05-13,500000,Sanction,,,,,5,LOW
277853.0,for construction of community hall (sc),normal/others,Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,2026-04-11,500000.0,2026-05-21,500000,Sanction,,,,,45,MODERATE
277854.0,"additional bore, pump sets and pumping main to drinking water scheme of keesara village, knachikacharla mandal",repair and renovation,Sivanath Kesineni,VIJAYAWADA,Andhra Pradesh,2026-04-09,1300000.0,2026-06-10,1300000,Sanction,,,,,5,LOW
277870.0,construction work at cremation of chaura khurd,normal/others,SUKHJINDER SINGH RANDHAWA,GURDASPUR,Punjab,2026-04-09,400000.0,2026-07-17,400000,Vendor Identification,175600.0,Payment Success,,,5,LOW
277871.0,solar light in village. the working agency will be gram panchayat,normal/others,SUKHJINDER SINGH RANDHAWA,GURDASPUR,Punjab,2026-04-09,500000.0,2026-05-25,500000,Vendor Identification,500000.0,Payment Success,,,45,MODERATE
277872.0,"nder the member of parliament local area development scheme, an amount of rs 49 lakh 90 thousand is recommended from my mp fund for the supply and installation of 5 high mast lights (including electricity) in mirganj municipal council and kateya nagar panchayat of gopalganj district.",normal/others,Alok Kumar Suman,GOPALGANJ (SC),Bihar,2026-04-09,995000.0,2026-04-16,995000,Physical Inspection,995000.0,Payment Success,2026-04-16,995000,45,MODERATE
277873.0,"nder the member of parliament local area development scheme, an amount of rs 49 lakh 90 thousand is recommended from my mp fund for the supply and installation of 5 high mast lights (including electricity) in mirganj municipal council and kateya nagar panchayat of gopalganj district.",normal/others,Alok Kumar Suman,GOPALGANJ (SC),Bihar,2026-04-09,995000.0,2026-04-16,995000,Physical Inspection,995000.0,Payment Success,2026-04-16,995000,45,MODERATE
277876.0,for mobile water tanker,normal/others,Shri Amar Singh,FATEHGARH SAHIB(SC),Punjab,2026-04-10,200000.0,2026-05-15,200000,Sanction,,,,,45,MODERATE
277878.0,construction of lane from the house of mohd sultan bhat and ghulam hassan bhat upto main road salfiya mohalla mujgund shelteng srinagar,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,300000.0,2026-05-16,300000,Sanction,,,,,5,LOW
277879.0,installation of borewell near jamia masjid lalgam budgam,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,300000.0,2026-05-20,300000,Sanction,,,,,5,LOW
277880.0,construction of pipe drain tiles from the house of imtiyaz ahmed wani to nisar ahmed ganie at abbas colony qamarwari srinagar,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,200000.0,2026-05-16,200000,Sanction,,,,,5,LOW
277881.0,construction of lane by the way of cement concrete from the house of muneer zawar to the house of mohuldin bhat and nisar hussain at nabdipora srinagar,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,150000.0,2026-07-29,150000,Sanction,,,,,5,LOW
277882.0,construction of lining wall on roadside near darul uloom ichkoot budgam,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,200000.0,2026-05-20,200000,Sanction,,,,,5,LOW
277883.0,construction of road from mian azad road sadrnar by the way of gsb an g2 at ranger chadoora,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,200000.0,2026-05-25,200000,Sanction,,,,,5,LOW
277884.0,construction of lining wall fencing around the graveyard at allaie mohalla zewan srinagar,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,300000.0,2026-07-07,300000,Sanction,,,,,5,LOW
277886.0,construction of lining wall around the graveyard at watta lar ganderbal,normal/others,AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,2026-04-10,299999.0,2026-08-20,299999,Sanction,,,,,5,LOW
277889.0,"road light work in village sarasdi of gram panchayat kalesara, panchayat samiti pisangan",normal/others,Bhagirath Chaudhary,AJMER,Rajasthan,2026-04-10,749984.0,2026-07-09,749984,Physical Inspection,,,,,5,LOW
277890.0,laying of cc road from soma ganesh house to madanuri illaiah house at kolanguda village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-06-18,500000,Sanction,,,,,5,LOW
277891.0,laying of cc road from pedda ramaya house to grampanchayat at jaitwaram village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277892.0,laying of cc road from hyderbad techno school road to kirana shop at kothaguda village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277893.0,"laying of cc road from jambula ananth reddy house to kammari ramulu house and battu anjaiah house to kammari laxmaiah house at pulimamidi village, kandukur mandal",normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277894.0,laying of cc road from gandi narsimha reddy land to grave yard at dasarlapally village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277895.0,construction of ugd from anganwadi school to outlet at begumpet village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-07-30,500000,Sanction,,,,,5,LOW
277896.0,construction of ugd outlet at gudur to badameedi gudur road at gudur village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277897.0,laying of cc road from manda kistamma house to m.ramappa house at dhannaram village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277899.0,laying of cc road from barla ramulaiah house to chitti kistamma house at katikapally village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,600000.0,2026-05-27,600000,Sanction,,,,,5,LOW
277900.0,"drilling of bore well, supply and fixing of pumpset near govt. school at madhapur village of kandukur mandal",normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,250000.0,2026-08-04,250000,Sanction,,,,,5,LOW
277901.0,laying of cc road from pochamma temple (sc) to chennakeshavula temple at mucherla village of kandukur mandal,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,500000.0,2026-05-27,500000,Sanction,,,,,5,LOW
277902.0,drilling of bore well and providing sintex tank at alampally ward no.13 in vikarabad municipality,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,200000.0,2026-05-21,200000,Sanction,,,,,25,LOW
277903.0,laying of cc road from mallaiah house to konda purushotham reddy house in ramaiahguda mig colony in vikarabad municipality,normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,680000.0,2026-05-21,680000,Sanction,,,,,5,LOW
277904.0,"drilling of bore well and supply and delivery of single phase pumpset at ootpally thanda hamlet of ootpally grampanchayat, doma mandal",normal/others,KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,2026-04-10,200000.0,2026-05-21,200000,Sanction,,,,,25,LOW
277905.0,gram panchayt gulana mohan badoditya me govind jaane goushala ke pass sthai work shed nirman hetu,normal/others,Mahendra Singh Solanky,DEWAS(SC),Madhya Pradesh,2026-04-10,1000000.0,2026-06-24,1000000,Vendor Identification,500000.0,Payment Success,,,5,LOW
277906.0,nala nirman karya gate no 2 ke samne km watika dausa ward no 46 nagar parishad dausa dist dausa,normal/others,MURARI LAL MEENA,DAUSA(ST),Rajasthan,2026-04-10,498000.0,2026-05-18,498000,Sanction,,,,,45,MODERATE
277917.0,construction of an interlocking pavement from the cc road to ramesh singhs house in gram sabha pashchimpura pindra development block,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,911000.0,2026-05-14,911000,Physical Inspection,906543.0,Payment In-Progress,2026-08-22,906543,5,LOW
277918.0,installation of wrestling mats and wrestling mat covers at the late mekhudi pehalwan gymnasium gram sabha ahrak ramaipatti district varanasi assembly constituency ajgara,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,598000.0,2026-05-14,598000,Sanction,,,,,5,LOW
277919.0,installation of wrestling mats and wrestling mat covers at the late kedar pehelwan gymnasium gram sabha baniapur rajanhaiya bawanbigha district varanasi,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,598000.0,2026-05-14,598000,Sanction,,,,,5,LOW
277920.0,construction of an interlocking pavement from dharmendra yadav landholding to the vicinity of the chiurapur pond in gram sabha chiurapur pindra development block,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,458000.0,2026-05-14,458000,Physical Inspection,,,2026-08-21,,5,LOW
277923.0,construction of an interlocking pavement from the main road to phoolchand yadav house in gram sabha ugapur cholapur development block,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,117000.0,2026-05-14,117000,Physical Inspection,116323.0,Payment In-Progress,2026-08-25,116323,5,LOW
277926.0,interlocking construction work from near the chaura mata temple to guddu chauhan house in gram sabha jariyari cholapur development block,normal/others,VIRENDRA SINGH,CHANDAULI,Uttar Pradesh,2026-04-10,901000.0,2026-05-14,901000,Physical Inspection,898780.0,Payment In-Progress,2026-08-25,898780,5,LOW
